Tea_ID,Tea_Type,Region,Site,Plot,Lat,Lon,Elevation,Initial,Depth,Burial,Recovery,Days,Season,Season2,Snow_Days,Final,Label,Tea_init,Tea_final,Loss,Treatment,Contributor,Soil moisture,Additional information
AUS_106_R,Rooibos,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_2,-36.83058,147.32503,1880,2.267,8,17/03/16,04/01/17,293,Winter,Winter_Rooibos,153,1.4821,No,1.905,1.35856,0.29,None,Susanna Venn,,
AUS_107_R,Rooibos,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_2,-36.83058,147.32503,1880,2.261,8,17/03/16,04/01/17,293,Winter,Winter_Rooibos,153,1.4437,No,1.899,1.32016,0.3,None,Susanna Venn,,
AUS_108_R,Rooibos,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_2,-36.83058,147.32503,1880,2.308,8,17/03/16,04/01/17,293,Winter,Winter_Rooibos,153,1.4964,No,1.944,1.37286,0.29,None,Susanna Venn,,
AUS_1_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_1,-36.83058,147.32503,1880,1.97,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.5584,No,1.656,0.43524,0.74,None,Susanna Venn,,
AUS_2_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_1,-36.83058,147.32503,1880,1.973,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.6613,No,1.659,0.53814,0.68,None,Susanna Venn,,
AUS_3_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_1,-36.83058,147.32503,1880,1.966,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.6088,No,1.652,0.48564,0.71,None,Susanna Venn,,
AUS_4_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_1,-36.83058,147.32503,1880,1.919,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.5367,No,1.607,0.41354,0.74,None,Susanna Venn,,
AUS_5_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_1,-36.83058,147.32503,1880,2.004,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.6518,No,1.689,0.52864,0.69,None,Susanna Venn,,
AUS_6_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_1,-36.83058,147.32503,1880,2.057,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.6937,No,1.74,0.57054,0.67,None,Susanna Venn,,
AUS_7_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_1,-36.83058,147.32503,1880,2.162,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.6919,No,1.841,0.56874,0.69,None,Susanna Venn,,
AUS_8_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_1,-36.83058,147.32503,1880,1.851,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.6362,No,1.541,0.51304,0.67,None,Susanna Venn,,
AUS_9_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_1,-36.83058,147.32503,1880,2.004,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.7293,No,1.689,0.60614,0.64,None,Susanna Venn,,
AUS_10_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_1,-36.83058,147.32503,1880,2.111,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.7177,No,1.792,0.59454,0.67,None,Susanna Venn,,
AUS_11_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_1,-36.83058,147.32503,1880,1.942,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,NA,No,1.629,#VALUE!,#VALUE!,None,Susanna Venn,,
AUS_12_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_1,-36.83058,147.32503,1880,1.95,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.6605,No,1.637,0.53734,0.67,None,Susanna Venn,,
AUS_13_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_2,-36.83058,147.32503,1880,2.087,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.6487,No,1.768,0.52554,0.7,None,Susanna Venn,,
AUS_14_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_2,-36.83058,147.32503,1880,2.052,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.6814,No,1.735,0.55824,0.68,None,Susanna Venn,,
AUS_15_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_2,-36.83058,147.32503,1880,2.082,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.6975,No,1.764,0.57434,0.67,None,Susanna Venn,,
AUS_16_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_2,-36.83058,147.32503,1880,1.982,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.637,No,1.667,0.51384,0.69,None,Susanna Venn,,
AUS_17_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_2,-36.83058,147.32503,1880,2.122,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.6311,No,1.802,0.50794,0.72,None,Susanna Venn,,
AUS_18_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Year_2,-36.83058,147.32503,1880,2.116,8,16/12/15,04/01/17,385,Year,Year_Green,179,0.6783,No,1.796,0.55514,0.69,None,Susanna Venn,,
AUS_19_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_2,-36.83058,147.32503,1880,2.021,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.7354,No,1.705,0.61224,0.64,None,Susanna Venn,,
AUS_20_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_2,-36.83058,147.32503,1880,1.937,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.6577,No,1.624,0.53454,0.67,None,Susanna Venn,,
AUS_21_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_2,-36.83058,147.32503,1880,1.961,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.6668,No,1.647,0.54364,0.67,None,Susanna Venn,,
AUS_22_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_2,-36.83058,147.32503,1880,2.076,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.6718,No,1.758,0.54864,0.69,None,Susanna Venn,,
AUS_23_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_2,-36.83058,147.32503,1880,2.021,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.6702,No,1.705,0.54704,0.68,None,Susanna Venn,,
AUS_24_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Summer_2,-36.83058,147.32503,1880,2.097,8,16/12/15,17/03/16,92,Summer,Summer_Green,179,0.7097,No,1.778,0.58654,0.67,None,Susanna Venn,,
AUS_25_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_1,-36.83058,147.32503,1880,2.129,8,16/12/15,04/01/17,385,Year,Year_Green,169,0.6564,No,1.809,0.53324,0.71,None,Susanna Venn,,
AUS_26_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_1,-36.83058,147.32503,1880,2.03,8,16/12/15,04/01/17,385,Year,Year_Green,169,NA,No,1.714,#VALUE!,#VALUE!,None,Susanna Venn,,
AUS_27_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_1,-36.83058,147.32503,1880,2.13,8,16/12/15,04/01/17,385,Year,Year_Green,169,0.5022,No,1.81,0.37904,0.79,None,Susanna Venn,,
AUS_28_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_1,-36.83058,147.32503,1880,2.068,8,16/12/15,04/01/17,385,Year,Year_Green,169,0.5821,No,1.75,0.45894,0.74,None,Susanna Venn,,
AUS_29_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_1,-36.83058,147.32503,1880,2.09,8,16/12/15,04/01/17,385,Year,Year_Green,169,0.6494,No,1.771,0.52624,0.7,None,Susanna Venn,,
AUS_30_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_1,-36.83058,147.32503,1880,1.891,8,16/12/15,04/01/17,385,Year,Year_Green,169,0.5497,No,1.58,0.42654,0.73,None,Susanna Venn,,
AUS_31_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_1,-36.83058,147.32503,1880,2.028,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.6452,No,1.712,0.52204,0.7,None,Susanna Venn,,
AUS_32_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_1,-36.83058,147.32503,1880,1.988,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.6528,No,1.673,0.52964,0.68,None,Susanna Venn,,
AUS_33_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_1,-36.83058,147.32503,1880,2.198,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.7154,No,1.875,0.59224,0.68,None,Susanna Venn,,
AUS_34_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_1,-36.83058,147.32503,1880,1.968,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.6274,No,1.654,0.50424,0.7,None,Susanna Venn,,
AUS_35_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_1,-36.83058,147.32503,1880,2.098,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.792,No,1.779,0.66884,0.62,None,Susanna Venn,,
AUS_36_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_1,-36.83058,147.32503,1880,2.053,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.6098,No,1.736,0.48664,0.72,None,Susanna Venn,,
AUS_37_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_2,-36.83058,147.32503,1880,1.976,8,16/12/15,04/01/17,385,Year,Year_Green,169,0.6079,No,1.662,0.48474,0.71,None,Susanna Venn,,
AUS_38_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_2,-36.83058,147.32503,1880,2.063,8,16/12/15,04/01/17,385,Year,Year_Green,169,0.6169,No,1.745,0.49374,0.72,None,Susanna Venn,,
AUS_39_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_2,-36.83058,147.32503,1880,2.032,8,16/12/15,04/01/17,385,Year,Year_Green,169,0.617,No,1.716,0.49384,0.71,None,Susanna Venn,,
AUS_40_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_2,-36.83058,147.32503,1880,1.972,8,16/12/15,04/01/17,385,Year,Year_Green,169,NA,No,1.658,0.5828,0.65,None,Susanna Venn,,Hole
AUS_41_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_2,-36.83058,147.32503,1880,2.079,8,16/12/15,04/01/17,385,Year,Year_Green,169,0.6985,No,1.761,0.57534,0.67,None,Susanna Venn,,
AUS_42_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Year_2,-36.83058,147.32503,1880,2.045,8,16/12/15,04/01/17,385,Year,Year_Green,169,0.5925,No,1.728,0.46934,0.73,None,Susanna Venn,,
AUS_43_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_2,-36.83058,147.32503,1880,2.07,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.6823,No,1.752,0.55914,0.68,None,Susanna Venn,,
AUS_44_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_2,-36.83058,147.32503,1880,2.125,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.7741,No,1.805,0.65094,0.64,None,Susanna Venn,,
AUS_45_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_2,-36.83058,147.32503,1880,1.931,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.7017,No,1.618,0.57854,0.64,None,Susanna Venn,,
AUS_46_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_2,-36.83058,147.32503,1880,1.934,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.6547,No,1.621,0.53154,0.67,None,Susanna Venn,,
AUS_47_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_2,-36.83058,147.32503,1880,2.044,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.6643,No,1.727,0.54114,0.69,None,Susanna Venn,,
AUS_48_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Summer_2,-36.83058,147.32503,1880,2.052,8,16/12/15,17/03/16,92,Summer,Summer_Green,169,0.6475,No,1.735,0.52434,0.7,None,Susanna Venn,,
AUS_49_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_1,-36.83058,147.32503,1880,2.128,8,16/12/15,04/01/17,385,Year,Year_Green,153,NA,No,1.808,0.5548,0.69,None,Susanna Venn,,Roots
AUS_50_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_1,-36.83058,147.32503,1880,2.072,8,16/12/15,04/01/17,385,Year,Year_Green,153,0.5056,No,1.754,0.38244,0.78,None,Susanna Venn,,
AUS_51_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_1,-36.83058,147.32503,1880,1.961,8,16/12/15,04/01/17,385,Year,Year_Green,153,NA,No,1.647,0.5655,0.66,None,Susanna Venn,,Roots
AUS_52_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_1,-36.83058,147.32503,1880,2.017,8,16/12/15,04/01/17,385,Year,Year_Green,153,0.696,No,1.701,0.57284,0.66,None,Susanna Venn,,
AUS_53_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_1,-36.83058,147.32503,1880,2.016,8,16/12/15,04/01/17,385,Year,Year_Green,153,NA,No,1.7,0.6099,0.64,None,Susanna Venn,,Roots
AUS_54_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_1,-36.83058,147.32503,1880,2.006,8,16/12/15,04/01/17,385,Year,Year_Green,153,0.6345,No,1.691,0.51134,0.7,None,Susanna Venn,,
AUS_55_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_1,-36.83058,147.32503,1880,1.957,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.7261,No,1.643,0.60294,0.63,None,Susanna Venn,,
AUS_56_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_1,-36.83058,147.32503,1880,1.965,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.6087,No,1.651,0.48554,0.71,None,Susanna Venn,,
AUS_57_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_1,-36.83058,147.32503,1880,2.02,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,NA,No,1.704,#VALUE!,#VALUE!,None,Susanna Venn,,Hole
AUS_58_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_1,-36.83058,147.32503,1880,1.985,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.649,No,1.67,0.52584,0.69,None,Susanna Venn,,
AUS_59_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_1,-36.83058,147.32503,1880,2.031,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.6928,No,1.715,0.56964,0.67,None,Susanna Venn,,
AUS_60_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_1,-36.83058,147.32503,1880,1.982,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.6654,No,1.667,0.54224,0.67,None,Susanna Venn,,
AUS_61_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_2,-36.83058,147.32503,1880,2.035,8,16/12/15,04/01/17,385,Year,Year_Green,153,NA,No,1.718,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_62_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_2,-36.83058,147.32503,1880,1.966,8,16/12/15,04/01/17,385,Year,Year_Green,153,NA,No,1.652,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_63_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_2,-36.83058,147.32503,1880,1.988,8,16/12/15,04/01/17,385,Year,Year_Green,153,NA,No,1.673,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_64_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_2,-36.83058,147.32503,1880,2.098,8,16/12/15,04/01/17,385,Year,Year_Green,153,NA,No,1.779,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_65_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_2,-36.83058,147.32503,1880,2.005,8,16/12/15,04/01/17,385,Year,Year_Green,153,NA,No,1.69,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_66_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Year_2,-36.83058,147.32503,1880,2.032,8,16/12/15,04/01/17,385,Year,Year_Green,153,NA,No,1.716,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_67_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_2,-36.83058,147.32503,1880,1.955,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.6901,No,1.641,0.56694,0.65,None,Susanna Venn,,
AUS_68_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_2,-36.83058,147.32503,1880,2.071,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.7919,No,1.753,0.66874,0.62,None,Susanna Venn,,
AUS_69_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_2,-36.83058,147.32503,1880,2.055,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.6872,No,1.738,0.56404,0.68,None,Susanna Venn,,
AUS_70_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_2,-36.83058,147.32503,1880,2.022,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.70149,No,1.706,0.57833,0.66,None,Susanna Venn,,
AUS_71_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_2,-36.83058,147.32503,1880,1.942,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.7371,No,1.629,0.61394,0.62,None,Susanna Venn,,
AUS_72_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Summer_2,-36.83058,147.32503,1880,2.011,8,16/12/15,17/03/16,92,Summer,Summer_Green,153,0.8206,No,1.695,0.69744,0.59,None,Susanna Venn,,
AUS_73_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_1,-36.83058,147.32503,1880,2.044,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.9463,No,1.727,0.82314,0.52,None,Susanna Venn,,
AUS_74_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_1,-36.83058,147.32503,1880,2.07,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.8322,No,1.752,0.70904,0.6,None,Susanna Venn,,
AUS_75_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_1,-36.83058,147.32503,1880,2.001,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.88,No,1.686,0.75684,0.55,None,Susanna Venn,,
AUS_76_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_1,-36.83058,147.32503,1880,2.047,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.8545,No,1.73,0.73134,0.58,None,Susanna Venn,,
AUS_77_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_1,-36.83058,147.32503,1880,2.156,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.8483,No,1.835,0.72514,0.6,None,Susanna Venn,,
AUS_78_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_1,-36.83058,147.32503,1880,2.165,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.8572,No,1.844,0.73404,0.6,None,Susanna Venn,,
AUS_79_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_2,-36.83058,147.32503,1880,1.914,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.8763,No,1.602,0.75314,0.53,None,Susanna Venn,,
AUS_80_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_2,-36.83058,147.32503,1880,1.947,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.8429,No,1.634,0.71974,0.56,None,Susanna Venn,,
AUS_81_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_2,-36.83058,147.32503,1880,2.086,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.8507,No,1.768,0.72754,0.59,None,Susanna Venn,,
AUS_82_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_2,-36.83058,147.32503,1880,2.106,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.9522,No,1.787,0.82904,0.54,None,Susanna Venn,,
AUS_83_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_2,-36.83058,147.32503,1880,2.058,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.8824,No,1.741,0.75924,0.56,None,Susanna Venn,,
AUS_84_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_late_Winter_2,-36.83058,147.32503,1880,2.26,8,17/03/16,04/01/17,293,Winter,Winter_Green,179,0.9365,No,1.935,0.81334,0.58,None,Susanna Venn,,
AUS_85_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_1,-36.83058,147.32503,1880,2.148,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.9205,No,1.827,0.79734,0.56,None,Susanna Venn,,
AUS_86_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_1,-36.83058,147.32503,1880,2.025,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.8192,No,1.709,0.69604,0.59,None,Susanna Venn,,
AUS_87_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_1,-36.83058,147.32503,1880,1.992,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.8022,No,1.677,0.67904,0.6,None,Susanna Venn,,
AUS_88_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_1,-36.83058,147.32503,1880,2.025,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.8192,No,1.709,0.69604,0.59,None,Susanna Venn,,
AUS_89_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_1,-36.83058,147.32503,1880,2.216,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.9378,No,1.893,0.81464,0.57,None,Susanna Venn,,
AUS_90_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_1,-36.83058,147.32503,1880,2.158,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.9011,No,1.837,0.77794,0.58,None,Susanna Venn,,
AUS_91_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_2,-36.83058,147.32503,1880,2.101,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.9103,No,1.782,0.78714,0.56,None,Susanna Venn,,
AUS_92_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_2,-36.83058,147.32503,1880,2.247,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.8177,No,1.922,0.69454,0.64,None,Susanna Venn,,
AUS_93_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_2,-36.83058,147.32503,1880,1.936,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.7444,No,1.623,0.62124,0.62,None,Susanna Venn,,
AUS_94_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_2,-36.83058,147.32503,1880,2.02,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.7953,No,1.704,0.67214,0.61,None,Susanna Venn,,
AUS_95_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_2,-36.83058,147.32503,1880,2.132,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.8712,No,1.812,0.74804,0.59,None,Susanna Venn,,
AUS_96_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_mid_Winter_2,-36.83058,147.32503,1880,2.091,8,17/03/16,04/01/17,293,Winter,Winter_Green,169,0.8321,No,1.772,0.70894,0.6,None,Susanna Venn,,
AUS_97_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_1,-36.83058,147.32503,1880,2.257,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,0.7559,No,1.932,0.63274,0.67,None,Susanna Venn,,
AUS_98_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_1,-36.83058,147.32503,1880,2.144,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,0.7663,No,1.823,0.64314,0.65,None,Susanna Venn,,
AUS_99_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_1,-36.83058,147.32503,1880,2.213,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,0.8081,No,1.89,0.68494,0.64,None,Susanna Venn,,
AUS_100_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_1,-36.83058,147.32503,1880,2.166,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,0.8014,No,1.844,0.67824,0.63,None,Susanna Venn,,
AUS_101_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_1,-36.83058,147.32503,1880,2.205,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,0.7762,No,1.882,0.65304,0.65,None,Susanna Venn,,
AUS_102_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_1,-36.83058,147.32503,1880,2.159,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,NA,No,1.838,#VALUE!,#VALUE!,None,Susanna Venn,,
AUS_103_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_2,-36.83058,147.32503,1880,2.234,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,NA,No,1.91,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_104_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_2,-36.83058,147.32503,1880,2.101,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,NA,No,1.782,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_105_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_2,-36.83058,147.32503,1880,2.082,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,NA,No,1.764,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_106_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_2,-36.83058,147.32503,1880,2.066,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,NA,No,1.748,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_107_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_2,-36.83058,147.32503,1880,1.924,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,NA,No,1.612,#VALUE!,#VALUE!,None,Susanna Venn,,Roots
AUS_108_G,Green,Australian Alps,Warby Corner,Aus_snowpatch_early_Winter_2,-36.83058,147.32503,1880,2.078,8,17/03/16,04/01/17,293,Winter,Winter_Green,153,0.7571,No,1.76,0.63394,0.64,None,Susanna Venn,,
